가행광여부,광산명,광산유형,시도,시군구,읍면동,리
폐광,금속,구마2,경북,봉화군,소천면,고선리
폐광,비금속,형제,경남,밀양시,부북면,감천리
폐광,금속,(가)대구령,경남,밀양시,초동면,성만리
폐광,금속,(가)대금,경남,밀양시,상동면,옥산리
폐광,금속,(가)덕산리,경남,밀양시,초동면,덕산리
폐광,금속,(가)삼남,경남,밀양시,상남면,남산리
폐광,금속,(가)인산리,경남,밀양시,청도면,인산리
폐광,금속,(가)정각,경남,밀양시,단장면,구천리
폐광,금속,(가)청도동,경남,밀양시,청도면,소태리
폐광,금속,(가)표충,경남,밀양시,단장면,구천리
폐광,금속,가체,경남,밀양시,무안면,마흘리
폐광,금속,국전,경남,밀양시,단장면,국전리
폐광,금속,귀명,경남,밀양시,하남읍,귀명리
폐광,금속,금산철산,경남,밀양시,상동면,금산리
폐광,금속,단장1,경남,밀양시,단장면,고례리
폐광,금속,밀양,경남,밀양시,삼랑진읍,용성리
폐광,금속,산내,경남,밀양시,산내면,삼양리
폐광,금속,양구동,경남,밀양시,무안면,마흘리
폐광,금속,양효리,경남,밀양시,무안면,양효리
폐광,금속,태룡,경남,밀양시,단장면,사연리
폐광,금속,태봉,경남,밀양시,청도면,소태리
폐광,비금속,단장2,경남,밀양시,단장면,고례리
폐광,비금속,단장3,경남,밀양시,단장면,무릉리
폐광,비금속,단장납석1,경남,밀양시,단장면,태룡리
폐광,비금속,단장납석2,경남,밀양시,단장면,사연리
폐광,비금속,대영밀양,경남,밀양시,부북면,춘화리
폐광,비금속,무연,경남,밀양시,부북면,위양리
폐광,비금속,밀양고령토,경남,밀양시,초동면,검암리
폐광,비금속,밀양납석,경남,밀양시,내일동,
폐광,비금속,밀양수진납석,경남,밀양시,삼랑진읍,숭진리
폐광,비금속,산내,경남,밀양시,산내면,봉의리
폐광,비금속,산내광업,경남,밀양시,산내면,임고리
폐광,비금속,삼랑진,경남,밀양시,삼랑진읍,미전리
폐광,비금속,상남,경남,밀양시,상남면,동산리
폐광,비금속,상합납석,경남,밀양시,상동면,안인리
폐광,비금속,세정,경남,밀양시,부북면,위양리
폐광,비금속,시전납석,경남,밀양시,단장면,구천리
폐광,비금속,신명,경남,밀양시,부북면,위양리
폐광,비금속,원당,경남,밀양시,산내면,원서리
폐광,비금속,춘화,경남,밀양시,부북면,춘화리
폐광,비금속,태룡납석,경남,밀양시,단장면,태룡리
폐광,비금속,화성광업상남,경남,밀양시,상남면,예림리
폐광,비금속,진주점토,경남,사천시,곤명면,봉계리
폐광,금속,(가)보성,경남,사천시,정동면,소곡리
폐광,금속,대일,경남,사천시,곤명면,마곡리
폐광,금속,성보,경남,사천시,사남면,가천리
폐광,비금속,와룡,경남,사천시,와룡동,
폐광,비금속,대성,경남,사천시,백천동,
폐광,비금속,덕원,경남,사천시,곤명면,작팔리
폐광,비금속,사천,경남,사천시,정동면,예수리
폐광,비금속,삼정,경남,사천시,곤명면,삼정리
폐광,비금속,단성,경남,산청군,단성면,길리
폐광,비금속,대신,경남,산청군,단성면,창촌리
폐광,비금속,범우산청,경남,산청군,금서면,매촌리
폐광,비금속,생초2,경남,산청군,산청읍,차탄리
폐광,비금속,송강광업,경남,산청군,단성면,방목리
폐광,금속,만정,경남,산청군,단성면,관정리
폐광,금속,물산,경남,산청군,신등면,평지리
폐광,비금속,금곡백운석,경북,예천군,용문면,능천리
폐광,금속,상보,경남,산청군,신등면,양전리
폐광,금속,송경,경남,산청군,산청읍,모고리
폐광,비금속,(주)유림백운,경남,산청군,단성면,백운리
폐광,비금속,가회,경남,산청군,단성면,성내리
폐광,비금속,계림광업소,경남,산청군,생초면,하촌리
폐광,비금속,곡림규석,경남,산청군,단성면,성내리
폐광,비금속,금호,경남,산청군,단성면,자양리
폐광,비금속,대덕,경남,산청군,산청읍,내리
폐광,비금속,대명,경남,산청군,금서면,신아리
폐광,비금속,대원청계,경남,산청군,단성면,청계리
폐광,비금속,대한,경남,산청군,금서면,매촌리
폐광,비금속,덕산광업청계,경남,산청군,단성면,청계리
폐광,비금속,덕영,경남,산청군,금서면,매촌리
폐광,비금속,동지,경남,산청군,삼장면,석남리
폐광,비금속,문해,경남,산청군,신안면,문대리
폐광,비금속,방목,경남,산청군,단성면,방목리
폐광,비금속,사월,경남,산청군,단성면,사월리
폐광,비금속,산청광업오부,경남,산청군,금서면,자혜리
폐광,비금속,산청흑연,경남,산청군,금서면,지막리
폐광,비금속,승일고령토,경남,산청군,단성면,입석리
폐광,비금속,신동도석,경남,산청군,신등면,간공리
폐광,비금속,신안,경남,산청군,신안면,외고리
폐광,비금속,양덕,경남,산청군,단성면,자양리
폐광,비금속,영남광업,경남,산청군,단성면,방목리
폐광,비금속,원전고령토,경남,산청군,산청읍,내리
폐광,비금속,점촌,경남,산청군,단성면,백운리
폐광,비금속,정수,경남,산청군,생비량면,가계리
폐광,비금속,진주점토,경남,산청군,단성면,자양리
폐광,비금속,한일,경남,함안군,군북면,장지리
폐광,비금속,협진단성,경남,산청군,단성면,남사리
폐광,석탄,(가)중촌리,경남,산청군,신안면,중촌리
폐광,금속,(가)영포리,경남,양산시,원동면,영포리
폐광,금속,(가)은곡,경남,양산시,원동면,화제리
폐광,금속,물금,경남,양산시,원동면,화제리
폐광,금속,상북,경남,양산시,상북면,대석리
폐광,금속,양성,경남,양산시,물금읍,물금리
폐광,비금속,동래납석정관,경남,양산시,매곡동,
폐광,비금속,물금납석,경남,양산시,원동면,화제리
폐광,비금속,삼창납석,경남,양산시,원동면,용당리
폐광,비금속,양산,경남,양산시,교동,
폐광,비금속,양주,경남,양산시,상북면,소석리
폐광,비금속,유광,경남,양산시,명동,
폐광,비금속,유정,경남,양산시,원동면,용당리
폐광,비금속,천불산,경남,양산시,삼호동,
폐광,비금속,태성제1,경남,양산시,동면,여락리
폐광,금속,가례,경남,의령군,가례면,양성리
폐광,금속,개성대성,경남,의령군,궁류면,벽계리
폐광,금속,금수찰비,경남,의령군,궁류면,운계리
폐광,금속,부림남지,경남,의령군,부림면,권혜리
폐광,금속,소영,경남,의령군,가례면,개승리
폐광,비금속,대산도석,경남,의령군,가례면,개승리
폐광,비금속,청송부남,경남,의령군,용덕면,교암리
폐광,금속,대곡,경남,진주시,대곡면,와룡리
폐광,금속,대장,경남,진주시,지수면,청담리
폐광,비금속,대림요재,경남,진주시,대곡면,덕곡리
폐광,비금속,덕신광업,경남,진주시,수곡면,자매리
폐광,비금속,사석규석,경남,진주시,수곡면,원계리
폐광,비금속,수곡,경남,진주시,수곡면,원계리
폐광,비금속,원지고령토,경남,진주시,수곡면,대천리
폐광,비금속,자매,경남,진주시,수곡면,자매리
폐광,비금속,점수,경남,진주시,수곡면,대천리
폐광,금속,경진,경남,창원시진해구,태백동,
폐광,비금속,부라본,경남,창원시진해구,북부동,
폐광,금속,계성,경남,창녕군,계성면,사리
폐광,비금속,삼성자원,충북,단양군,적성면,기동리
폐광,금속,덕곡,경남,창녕군,도천면,덕곡리
폐광,금속,동점,경남,창녕군,길곡면,길곡리
폐광,금속,연창,경남,창녕군,성산면,가복리
폐광,금속,용관,경남,창녕군,고암면,감리
폐광,금속,청암,경남,창녕군,부곡면,청암리
폐광,금속,태호광업사,경남,창녕군,고암면,감리
폐광,비금속,덕산,경남,창원시 의창구,동읍,월잠리
폐광,비금속,덕산제1,경남,창원시 의창구,동읍,죽동리
폐광,금속,(가)무곡리,경남,창원시의창구,북면,무곡리
폐광,금속,(가)창진,경남,창원시의창구,북면,월계리
폐광,금속,구룡,경남,창원시의창구,북면,고암리
폐광,금속,금산,경남,창원시 의창구,동읍,석산리
폐광,금속,대원,경남,창원시의창구,북면,무동리
폐광,금속,마산,경남,창원시성산구,귀현동,
폐광,금속,백월(1),경남,창원시의창구,북면,월계리
폐광,금속,백월(2),경남,창원시의창구,북면,월계리
폐광,금속,신촌,경남,창원시의창구,북면,하천리
폐광,금속,응남2,경남,창원시성산구,양곡동,
폐광,금속,천지목광,경남,창원시의창구,북면,월백리
폐광,비금속,금석,경남,창원시 의창구,동읍,금산리
폐광,비금속,남성,경남,창원시의창구,북면,내곡리
폐광,비금속,남흥개발,경남,창원시의창구,북면,외산리
폐광,비금속,덕산고령토1,경남,창원시 의창구,동읍,석산리
폐광,비금속,덕산고령토2,경남,창원시 의창구,동읍,월잠리
폐광,비금속,덕산봉곡,경남,창원시의창구,북면,월백리
폐광,비금속,봉산동명,경남,창원시 의창구,동읍,봉강리
폐광,비금속,북면,경남,창원시의창구,북면,화천리
폐광,비금속,영산,경남,창원시 의창구,동읍,봉강리
폐광,비금속,월계광,경남,창원시의창구,북면,월계리
폐광,비금속,의창점토,경남,창원시 의창구,동읍,봉강리
폐광,비금속,창원납석,경남,창원시의창구,북면,화천리
폐광,비금속,창원북면,경남,창원시의창구,북면,대산리
폐광,비금속,해산,경남,창원시 의창구,동읍,다호리
폐광,금속,(가)원산리,경남,통영시,도산면,원산리
폐광,금속,(가)저산리,경남,통영시,도산면,오륜리
폐광,금속,(가)좌진포,경남,통영시,광도면,용호리
폐광,금속,범녕,경남,통영시,욕지면,동항리
폐광,금속,통영,경남,통영시,동호동,
폐광,비금속,(가)덕포리해양조선,경남,통영시,광도면,덕포리
폐광,금속,경남1,경남,통영시,도산면,도선리
폐광,비금속,경남2,경남,통영시,도산면,도선리
폐광,비금속,광도,경남,통영시,광도면,죽림리
폐광,비금속,두봉,경남,통영시,욕지면,동항리
폐광,비금속,미륵도,경남,통영시,도남동,
폐광,비금속,팔경,경남,통영시,한산면,매죽리
폐광,비금속,(주)금호개발,경남,하동군,옥종면,두양리
폐광,비금속,태성광업,경남,하동군,옥종면,대곡리
폐광,비금속,섬진광업,경남,하동군,북천면,화정리
폐광,비금속,신성,경남,하동군,북천면,서황리
폐광,비금속,신성광업,경남,하동군,북천면,서황리
폐광,금속,하동티타늄,경남,하동군,옥종면,월횡리
폐광,비금속,한흥고령토,경남,하동군,북천면,사평리
폐광,비금속,화백,경남,하동군,북천면,화정리
폐광,금속,금남,경남,하동군,금남면,대치리
폐광,금속,산출금,경남,하동군,북천면,화정리
폐광,비금속,금오,경남,하동군,청암면,상이리
폐광,비금속,나리,경남,하동군,횡천면,전대리
폐광,비금속,남해광업소,경남,하동군,양보면,지례리
폐광,비금속,대경,경남,하동군,북천면,화정리
폐광,금속,만대산,경남,합천군,율곡면,노양리
폐광,비금속,대야,경남,하동군,북천면,화정리
폐광,비금속,대왕,경남,하동군,청암면,묵계리
폐광,비금속,대원,경남,하동군,옥종면,정수리
폐광,비금속,대원,경남,하동군,옥종면,종화리
폐광,비금속,덕산고령토,경남,하동군,옥종면,안계리
폐광,비금속,덕일,경남,하동군,북천면,화정리
폐광,비금속,동원광업--횡천광업소,경남,하동군,횡천면,남산리
폐광,비금속,두산,경남,하동군,옥종면,월횡리
폐광,비금속,방화,경남,하동군,북천면,사평리
폐광,비금속,북천고령토,경남,하동군,북천면,방화리
폐광,비금속,성흥,경남,하동군,옥종면,월횡리
폐광,비금속,세양,경남,하동군,옥종면,두양리
폐광,비금속,신아고령토,경남,하동군,진교면,월운리
폐광,비금속,신진,경남,하동군,북천면,서황리
폐광,비금속,악양규석,경남,하동군,악양면,등촌리
폐광,비금속,안계,경남,하동군,옥종면,월횡리
폐광,비금속,제동고령토,경남,하동군,옥종면,두양리
폐광,비금속,진교,경남,하동군,고전면,범아리
폐광,비금속,청송,경남,하동군,북천면,직전리
폐광,비금속,청암,경남,하동군,청암면,묵계리
폐광,비금속,태창,경남,하동군,옥종면,두양리
폐광,비금속,풍산하동,경남,하동군,북천면,화정리
폐광,비금속,하동,경남,고성군,구만면,화림리
폐광,비금속,하동안계,경남,하동군,옥종면,월횡리
폐광,비금속,하동카오링,경남,하동군,북천면,서황리
폐광,비금속,회신,경남,하동군,옥종면,청룡리
폐광,금속,(가)남성,경남,함안군,함안면,강명리
폐광,금속,군북1,경남,함안군,군북면,오곡리
폐광,금속,군북2(절골),경남,함안군,군북면,사촌리
폐광,금속,대촌,경남,함안군,칠북면,봉촌리
폐광,금속,마산,경남,함안군,여항면,주서리
폐광,금속,삼정,경남,함안군,칠원읍,장암리
폐광,금속,여항,경남,함안군,여항면,내곡리
폐광,금속,오봉,경남,함안군,군북면,사촌리
폐광,금속,주동,경남,함안군,여항면,주동리
폐광,금속,하림,경남,함안군,군북면,하림리
폐광,비금속,군북고령토,경남,함안군,군북면,덕대리
폐광,비금속,사도,경남,함안군,군북면,사도리
폐광,비금속,원복,경남,함안군,군북면,원북리
폐광,비금속,한일,경남,산청군,단성면,강누리
폐광,비금속,구지,경북,포항시 북구,기계면,구지리
폐광,비금속,일진,경남,함양군,유림면,국계리
폐광,금속,삼붕,경남,함양군,함양읍,구룡리
폐광,금속,함양,경남,함양군,병곡면,도천리
폐광,금속,함흥,경남,함양군,안의면,상원리
폐광,비금속,(가)경일/창원리,경남,함양군,마천면,창원리
폐광,비금속,동강,경남,함양군,휴천면,동강리
폐광,비금속,삼봉,경남,함양군,휴천면,월평리
폐광,비금속,신흥,경남,함양군,유림면,대궁리
폐광,비금속,신흥장석,경남,함양군,서상면,금당리
폐광,비금속,이화,경남,함양군,서상면,중남리
폐광,비금속,중남장석,경남,함양군,서상면,중남리
폐광,비금속,태창,경남,함양군,유림면,유평리
폐광,금속,(가)배연,경남,합천군,용주면,우곡리
폐광,금속,(가)법정,경남,합천군,합천읍,내곡리
폐광,석탄,삼성,충북,보은군,회남면,광포리
폐광,금속,(가)용봉,경남,합천군,용주면,월평리
폐광,금속,가회,경남,합천군,가회면,월계리
폐광,금속,강덕,경남,합천군,봉산면,송림리
폐광,금속,계림,경남,합천군,합천읍,서산리
폐광,금속,대화,경남,합천군,가회면,도탄리
폐광,금속,대화1,경남,합천군,가회면,도탄리
폐광,금속,덕촌,경남,합천군,가회면,덕촌리
폐광,금속,봉민,경남,합천군,봉산면,고삼리
폐광,금속,봉산,경남,합천군,봉산면,술곡리
폐광,금속,삼왕,경남,합천군,봉산면,술곡리
폐광,금속,삼호,경남,합천군,봉산면,고삼리
폐광,금속,술곡1,경남,합천군,봉산면,술곡리
폐광,금속,술곡2,경남,합천군,봉산면,술곡리
폐광,금속,신덕은광,경남,합천군,봉산면,계산리
폐광,금속,야로,경남,합천군,야로면,청계리
폐광,금속,여봉,경남,합천군,봉산면,고삼리
폐광,금속,용주,경남,합천군,용주면,가호리
폐광,금속,장방,경남,합천군,야로면,하림리
폐광,금속,적중,경남,합천군,적중면,누하리
폐광,금속,태양,경남,합천군,대병면,회양리
폐광,비금속,가야1,경남,합천군,가야면,야천리
폐광,비금속,가야4,경남,합천군,야로면,하림리
폐광,비금속,가회,경남,합천군,가회면,오도리
폐광,비금속,방곡,경남,합천군,용주면,방곡리
폐광,비금속,삼가,경남,합천군,삼가면,외토리
폐광,비금속,성기,경남,합천군,가야면,대전리
폐광,비금속,세창가야,경남,합천군,가야면,매안리
폐광,비금속,오곡,경남,합천군,야로면,하림리
폐광,비금속,오양하동,경남,합천군,가야면,황산리
폐광,비금속,용덕,경남,합천군,가야면,매안리
폐광,비금속,풍기,경남,합천군,묘산면,화양리
폐광,비금속,풍지,경남,합천군,묘산면,안성리
폐광,금속,경산,경북,경산시,남천면,송백리
폐광,금속,흥남,경북,경산시,남천면,송백리
폐광,비금속,경산,경북,경산시,용성면,송림리
폐광,비금속,경주고령토,경북,경주시,충효동,
폐광,비금속,내남,경북,경주시,내남면,덕천리
폐광,비금속,대성벤토나이트,경북,경주시,양남면,신서리
폐광,비금속,동주불석광산,경북,경주시,양북면,용동리
폐광,비금속,두영,경북,경주시,산내면,대현리
폐광,비금속,서영광산,경북,경주시,양북면,입천리
폐광,비금속,옥산벤토나이트,경북,경주시,양북면,죽전리
폐광,비금속,화명,경북,경주시,양남면,신대리
폐광,비금속,흰돌,경북,경주시,양남면,상라리
폐광,금속,(가)권이리,경북,경주시,양북면,권이리
폐광,금속,감포,경북,경주시,감포읍,오류리
폐광,금속,경주,경북,경주시,현곡면,래태리
폐광,금속,구국,경북,경주시,내남면,비지리
폐광,금속,금령,경북,경주시,양남면,기구리
폐광,금속,금성,경북,고령군,대가야읍,저전리
폐광,금속,기구,경북,경주시,양남면,기구리
폐광,금속,내대광업소,경북,경주시,현곡면,래태리
폐광,금속,대중,경북,경주시,내남면,상신리
폐광,금속,덕동,경북,경주시,황용동,
폐광,금속,모량(2),경북,경주시,산내면,우라리
폐광,금속,배봉,경북,경주시,양북면,권이리
폐광,금속,안강,경북,경주시,안강읍,검단리
폐광,금속,월성,경북,경주시,양남면,나산리
폐광,비금속,감포,경북,경주시,감포읍,감포리
폐광,비금속,경북,경북,포항시북구,청하면,신흥리
폐광,비금속,관성,경북,경주시,양남면,하서리
폐광,비금속,나리,경북,경주시,천북면,화산리
폐광,비금속,대덕,경북,경주시,안강읍,갑산리
폐광,비금속,대한,경북,경주시,양남면,서동리
폐광,비금속,도덕,경북,경주시,안강읍,옥산리
폐광,비금속,도량,경북,경주시,내남면,박달리
폐광,비금속,동골,경북,경주시,산내면,대현리
폐광,비금속,동보,경북,경주시,천북면,성지리
폐광,비금속,동산,경북,경주시,천북면,동산리
폐광,비금속,동양송전,경북,경주시,양북면,죽전리
폐광,비금속,동화,경북,경주시,감포읍,팔조리
폐광,비금속,명진,경북,경주시,양남면,신서리
폐광,비금속,백련,경북,경주시,천북면,신당리
폐광,비금속,불국사납석,경북,경주시,내남면,박달리
폐광,비금속,산성백토광산,경북,경주시,양북면,용동리
폐광,비금속,삼우,경북,경주시,양남면,수렴리
폐광,비금속,삼해,경북,경주시,감포읍,오류리
폐광,비금속,송정,경북,경주시,양남면,하서리
폐광,비금속,신라,경북,경주시,석장동,
폐광,비금속,양북규조토,경북,경주시,감포읍,노동리
폐광,비금속,연계,경북,경주시,안강읍,노당리
폐광,비금속,외동,경북,경주시,외동읍,문산리
폐광,비금속,월성,경북,경주시,천북면,동산리
폐광,비금속,월성,경북,경주시,양남면,신대리
폐광,비금속,월성광업소,경북,경주시,감포읍,노동리
폐광,비금속,일왕,경북,경주시,양남면,석촌리
폐광,비금속,자부,경북,경주시,양남면,상라리
폐광,비금속,정수,경북,경주시,양북면,용동리
폐광,비금속,제일벤토나이트1,경북,경주시,양남면,효동리
폐광,비금속,제일벤토나이트2,경북,경주시,양남면,효동리
폐광,비금속,천일고령토,경북,경주시,강동면,국당리
폐광,비금속,태웅,경북,경주시,산내면,의곡리
폐광,비금속,토흥,경북,경주시,안강읍,옥산리
폐광,비금속,팔조,경북,경주시,감포읍,팔조리
폐광,비금속,풍대제3광산,경북,경주시,강동면,왕신리
폐광,비금속,풍대제7,경북,경주시,강동면,안계리
폐광,비금속,한독,경북,경주시,산내면,외칠리
폐광,비금속,한루제1,경북,경주시,양남면,효동리
폐광,비금속,활성,경북,경주시,외동읍,활성리
폐광,비금속,흥아제1,경북,경주시,양남면,신서리
폐광,비금속,세창,경북,고령군,개진면,양전리
폐광,금속,(가)가륜리,경북,고령군,덕곡면,가륜리
폐광,금속,(가)반성1,경북,고령군,덕곡면,반성리
폐광,금속,(가)반성리3,경북,고령군,덕곡면,반성리
폐광,금속,(가)본리1,경북,고령군,덕곡면,본리리
폐광,금속,(가)삼경탄광신한광업소,경북,고령군,덕곡면,용흥리
폐광,금속,(가)삼덕,경북,고령군,덕곡면,백리
폐광,금속,(가)여시뱅골금,경북,고령군,덕곡면,용흥리
폐광,금속,"고령,현풍3",경북,고령군,운수면,화암리
폐광,금속,광양,경북,고령군,대가야읍,저전리
폐광,금속,구정,경북,고령군,덕곡면,반성리
폐광,금속,금성,경북,경주시,내남면,안심리
폐광,금속,상곡,경북,고령군,다산면,상곡리
폐광,금속,운수인창,경북,고령군,운수면,대평리
폐광,금속,행성,경북,고령군,덕곡면,옥계리
폐광,금속,현대,경북,고령군,쌍림면,용리
폐광,비금속,대명-고령,경북,고령군,덕곡면,노리
폐광,석탄,(가)저전탄광,경북,고령군,덕곡면,반성리
폐광,금속,무을,경북,구미시,무을면,상송리
폐광,금속,삼정,경북,구미시,옥성면,옥관리
폐광,금속,선산옥산,경북,구미시,옥성면,태봉리
폐광,금속,옥봉,경북,구미시,옥성면,옥관리
폐광,금속,청화,경북,구미시,도개면,다곡리
폐광,비금속,대성평화,경남,사천시,와룡동,
폐광,비금속,대선,경북,구미시,무을면,안곡리
폐광,비금속,동성장석,경북,구미시,선산읍,생곡리
폐광,비금속,선산,경북,구미시,도개면,동산리
폐광,금속,군위(고로),경북,군위군,고로면,석산리
폐광,금속,"군위,수철",경북,군위군,소보면,달산리
폐광,금속,삼소,경북,군위군,소보면,달산리
폐광,비금속,남면,경북,김천시,남면,부상리
폐광,비금속,대덕,경북,김천시,대덕면,중산리
폐광,비금속,도암광산,경북,김천시,어모면,도암리
폐광,금속,(가)금능,경북,김천시,농소면,연명리
폐광,금속,(가)금성,경북,김천시,남면,초곡리
폐광,금속,구수,경북,김천시,지례면,관덕리
폐광,금속,대량,경북,김천시,부항면,대야리
폐광,금속,대야,경북,김천시,부항면,파천리
폐광,금속,독립,경북,김천시,대덕면,관기리
폐광,금속,보국,경북,김천시,봉산면,인의리
폐광,금속,삼광,경북,김천시,교동,
폐광,금속,삼방,경북,김천시,지례면,여배리
폐광,금속,어전,경북,김천시,부항면,어전리
폐광,금속,여배광업소,경북,김천시,지례면,여배리
폐광,금속,창덕,경북,김천시,대덕면,덕산리
폐광,금속,천일조,경북,김천시,구성면,마산리
폐광,금속,풍부1,경북,김천시,부항면,하대리
폐광,금속,해인,경북,김천시,부항면,해인리
폐광,금속,황증,경북,김천시,증산면,황정리
폐광,비금속,가래장석,경북,김천시,대덕면,가례리
폐광,비금속,감문,경북,김천시,감문면,삼성리
폐광,비금속,곡창,경북,김천시,구성면,용호리
폐광,비금속,구마고령토,경북,김천시,구성면,상거리
폐광,비금속,구룡,경북,김천시,구성면,마산리
폐광,비금속,금화,경북,김천시,봉산면,상금리
폐광,비금속,김천규석,경북,김천시,어모면,남산리
폐광,비금속,김천장석,경북,김천시,조마면,신곡리
폐광,비금속,대원고령토,경북,김천시,증산면,황점리
폐광,비금속,백봉,경북,김천시,부항면,해인리
폐광,비금속,백옥,경북,김천시,구성면,양각리
폐광,비금속,봉산규석,경북,김천시,봉산면,인의리
폐광,비금속,서전,경북,김천시,대덕면,추량리
폐광,비금속,신왕,경북,김천시,조마면,신왕리
폐광,비금속,옥산규석,경북,김천시,어모면,은기리
폐광,비금속,임천장석,경북,김천시,구성면,월계리
폐광,비금속,지대,경북,김천시,구성면,상거리
폐광,비금속,문경백강운모,경북,문경시,호계면,구산리
폐광,금속,궁곡,경북,문경시,가은읍,하괴리
폐광,금속,마성,경북,문경시,마성면,하내리
폐광,금속,문경,경북,문경시,문경읍,관음리
폐광,금속,석봉,경북,문경시,산북면,석봉리
폐광,금속,유성광업회사,경북,문경시,가은읍,하괴리
폐광,금속,화곡,경북,문경시,동로면,수평리
폐광,금속,황계,경북,문경시,문경읍,마원리
폐광,비금속,강남석회석,경북,문경시,문경읍,마원리
폐광,비금속,경운,경북,문경시,가은읍,작천리
폐광,비금속,고모치,경북,문경시,농암면,궁기리
폐광,비금속,금강고령토,경북,문경시,농암면,지동리
폐광,비금속,기성,경북,문경시,가은읍,성저리
폐광,비금속,남원,경북,문경시,산북면,소야리
폐광,비금속,대은중정석,경북,문경시,농암면,연천리
폐광,비금속,대진,경북,문경시,산북면,대상리
폐광,비금속,문경석회석,경북,문경시,가은읍,왕능리
폐광,비금속,문경장석,경북,문경시,가은읍,하괴리
폐광,비금속,봉암,경북,문경시,가은읍,완장리
폐광,비금속,산북,경북,문경시,산북면,전두리
폐광,비금속,산북흑연,경북,문경시,산북면,가곡리
폐광,비금속,계림,경북,문경시,동로면,생달리
폐광,비금속,삼영,경북,문경시,마성면,외어리
폐광,비금속,삼창탄광 단산광업소,경북,문경시,마성면,외어리
폐광,비금속,세진,경북,문경시,동로면,노은리
폐광,비금속,쌍용양회문경,경북,문경시,호계면,우로리
폐광,비금속,삼신광업소,경북,문경시,동로면,생달리
폐광,비금속,우암,경북,문경시,농암면,내서리
폐광,비금속,욱일,경북,문경시,농암면,종곡리
폐광,비금속,장자규회석,경북,문경시,동로면,명전리
폐광,비금속,종곡,경북,문경시,산북면,종곡리
폐광,비금속,호계,경북,문경시,호계면,구산리
폐광,비금속,호계석회석,경북,문경시,호계면,선암리
폐광,비금속,삼성,충북,영동군,양강면,남전리
폐광,석탄,갑정,경북,문경시,문경읍,고요리
폐광,석탄,근혜자-평성,경북,문경시,마성면,하내리
폐광,석탄,대성-동보,경북,문경시,가은읍,갈전리
폐광,석탄,대정,경북,문경시,마성면,외어리
폐광,석탄,문경,경북,문경시,마성면,신현리
폐광,석탄,문경-동성,경북,문경시,마성면,오천리
폐광,석탄,문경-동진,경북,문경시,불정동,
폐광,석탄,봉명,경북,문경시,마성면,외어리
폐광,석탄,봉명-단봉,경북,문경시,문경읍,고요리
폐광,석탄,봉명-삼영,경북,문경시,마성면,외어리
폐광,석탄,봉명-신한,경북,문경시,호계면,호계리
폐광,석탄,상무,경북,문경시,마성면,외어리
폐광,석탄,석공-은성,경북,문경시,가은읍,왕능리
폐광,석탄,석봉,경북,문경시,산북면,석봉리
폐광,석탄,석봉-성봉,경북,문경시,문경읍,고요리
폐광,석탄,오정,경북,문경시,호계면,견탄리
폐광,석탄,장봉,경북,문경시,마성면,하내리
폐광,석탄,장자,경북,문경시,불정동,
폐광,석탄,장자-삼계,경북,문경시,호계면,견탄리
폐광,석탄,장자-정산,경북,문경시,마성면,오천리
폐광,석탄,창성,경북,문경시,가은읍,갈전리
폐광,석탄,태성,경북,문경시,마성면,하내리
폐광,석탄,태원,경북,문경시,마성면,오천리
폐광,석탄,태화,경북,문경시,농암면,율수리
폐광,석탄,평성,경북,문경시,마성면,하내리
폐광,비금속,대한생명공학에너지,경북,봉화군,소천면,서천리
폐광,비금속,석포대현,경북,봉화군,석포면,대현리
폐광,비금속,우진질석,경북,봉화군,석포면,석포리
폐광,금속,(가)고선리,경북,봉화군,소천면,고선리
폐광,금속,(가)눌산리,경북,봉화군,법전면,눌산리
폐광,금속,(가)붓든,경북,봉화군,법전면,법전리
폐광,금속,(가)진곡,경북,봉화군,봉성면,우곡리
폐광,금속,각희(금정과 동일광산),경북,봉화군,춘양면,우구치리
폐광,금속,경동,경북,봉화군,소천면,분천리
폐광,금속,고려,경북,봉화군,명호면,삼동리
폐광,금속,구마1,경북,봉화군,법전면,눌산리
폐광,금속,구마2,경북,봉화군,소천면,고선리
폐광,금속,금교,경북,봉화군,명호면,삼동리
폐광,금속,금당연,경북,봉화군,춘양면,서벽리
폐광,금속,금륜,경북,봉화군,봉성면,창평리
폐광,금속,금봉,경북,봉화군,봉성면,우곡리
폐광,금속,금정,경북,봉화군,춘양면,우구치리
폐광,금속,금주,경북,봉화군,석포면,석포리
폐광,금속,다덕,경북,봉화군,봉성면,우곡리
폐광,금속,대기,경북,봉화군,물야면,오전리
폐광,금속,대린(연호),경북,봉화군,법전면,척곡리
폐광,금속,대원(1),경북,봉화군,춘양면,석현리
폐광,금속,대장,경북,봉화군,소천면,서천리
폐광,금속,덕성,경북,봉화군,법전면,척곡리
폐광,금속,덕일,경북,봉화군,소천면,분천리
폐광,금속,법전,경북,봉화군,법전면,척곡리
폐광,금속,보라,경북,봉화군,명호면,도천리
폐광,금속,보라(삼용),경북,봉화군,명호면,삼동리
폐광,금속,분천(1),경북,봉화군,소천면,분천리
폐광,금속,분천(2),경북,봉화군,소천면,분천리
폐광,금속,산막,경북,봉화군,재산면,갈산리
폐광,금속,삼가,경북,봉화군,법전면,척곡리
폐광,금속,삼동,경북,봉화군,명호면,삼동리
폐광,금속,삼룡,경북,봉화군,법전면,소천리
